Player,Squad,League,Pos,Age,Min,PrgP,PrgC,KP,Cmp%,Tkl,Int,Recov,Crs
Marc Cucurella,Chelsea,Premier League,DF,26,2988,118,35,19,87.7,67,28,130,31
Martín Zubimendi,Real Sociedad,La Liga,MF,25,2962,195,38,19,83.6,73,44,140,12
Miguel,Leganés,La Liga,FW,24,1724,16,14,7,58.6,16,4,27,9
Mohammed Salisu,Monaco,Ligue 1,DF,25,1023,68,8,3,85.4,28,16,55,0
Moses Simon,Nantes,Ligue 1,"FW,MF",29,2609,59,147,56,62,20,12,118,222
Pedro Porro,Tottenham,Premier League,DF,24,2610,154,65,57,73.2,66,36,152,196
Robin Le Normand,Atlético Madrid,La Liga,DF,27,2151,55,11,3,90.4,27,10,82,1
Samuel Chukwueze,Milan,Serie A,"FW,MF",25,925,36,48,27,75.8,17,2,38,50
Santi Comesaña,Villarreal,La Liga,MF,27,2560,154,39,27,84.6,85,19,160,14
Sergio Camello,Rayo Vallecano,La Liga,FW,23,1134,27,20,19,78.7,9,4,32,6
Vinicius Júnior,Real Madrid,La Liga,FW,24,2253,85,169,58,74.7,21,3,71,56
Yangel Herrera,Girona,La Liga,MF,26,2257,110,31,17,81.3,66,31,106,44
Aimar Oroz,Osasuna,La Liga,MF,22,2966,163,74,41,81.9,35,20,164,29
Alex Baena,Villarreal,La Liga,"MF,FW",23,2595,189,91,95,66.6,28,22,140,207
Andre-Frank Zambo Anguissa,Napoli,Serie A,MF,28,2852,144,24,26,84.5,42,35,150,23
Ante Budimir,Osasuna,La Liga,FW,33,2952,24,23,16,56.1,20,2,54,6
Aridane Hernández,Rayo Vallecano,La Liga,DF,35,1025,38,2,2,87.9,13,6,48,0
Dani Rodríguez,Mallorca,La Liga,"MF,FW",36,2162,78,37,33,69.7,49,12,70,116
Domingos Duarte,Getafe,La Liga,DF,29,1859,47,3,2,78.5,28,18,63,0
Ferland Mendy,Real Madrid,La Liga,DF,29,1005,36,12,3,93.9,17,9,36,1
Frenkie De Jong,Barcelona,La Liga,MF,27,1143,120,36,21,94.4,19,12,57,6
Guido Rodríguez,West Ham,Premier League,MF,30,1149,33,4,4,84.4,36,13,53,5
Javi Hernández,Leganés,La Liga,DF,26,2389,80,40,17,75.2,26,23,112,52
Javi López,Real Sociedad,La Liga,DF,22,1936,73,36,5,78.4,40,11,92,60
Jon Moncayola,Osasuna,La Liga,MF,26,2099,107,25,33,74.4,70,11,91,107
Jorge Sáenz,Leganés,La Liga,DF,27,1690,36,5,2,83.7,37,25,58,0
Jorge De Frutos,Rayo Vallecano,La Liga,"FW,MF",27,2495,44,77,31,68.3,37,19,111,69
Juanlu Sánchez,Sevilla,La Liga,"MF,DF",20,1722,68,44,24,81.5,50,17,66,40
Jules Koundé,Barcelona,La Liga,DF,25,2605,165,44,32,86.7,63,20,107,63
Kieran Trippier,Newcastle Utd,Premier League,DF,33,1309,117,26,22,82.5,38,12,68,82
Kike Pérez,Valladolid,La Liga,MF,27,1191,67,19,17,78,37,7,60,33
Kike Pérez,Venezia,Serie A,MF,27,1114,60,18,16,74.8,41,10,71,49
Luis Rioja,Valencia,La Liga,"MF,FW",30,2831,103,93,35,67.7,33,22,111,203
Martin Valjent,Mallorca,La Liga,DF,28,2763,91,23,4,85.9,30,18,102,11
Miguel Gutiérrez,Girona,La Liga,"DF,MF",23,2458,103,63,41,82.6,37,16,144,153
Modibo Sagnan,Montpellier,Ligue 1,DF,25,2141,51,13,6,88.6,57,29,90,1
Nemanja Gudelj,Sevilla,La Liga,"MF,DF",32,2493,64,14,14,86.9,42,27,74,31
Oihan Sancet,Athletic Club,La Liga,MF,24,1620,90,52,21,81,13,5,77,18
Pol Lozano,Espanyol,La Liga,MF,24,1943,115,18,17,83.8,53,22,86,19
Rodrygo,Real Madrid,La Liga,"FW,MF",23,1928,108,113,49,85.9,21,11,71,81
Sergio Carreira,Celta Vigo,La Liga,"MF,DF",23,1656,53,39,16,76.1,28,17,66,41
Sergio Herrera,Osasuna,La Liga,GK,31,3330,2,0,0,69.9,2,0,33,0
Takefusa Kubo,Real Sociedad,La Liga,"MF,FW",23,2372,110,133,45,72.1,31,17,118,85
Éder Militão,Real Madrid,La Liga,DF,26,938,46,7,6,89.3,19,12,44,2
Abdel Abqar,Alavés,La Liga,DF,25,2463,79,16,8,76.6,36,39,87,5
Aitor Paredes,Athletic Club,La Liga,DF,24,1812,46,4,2,83.3,15,22,62,1
Alfon,Celta Vigo,La Liga,"FW,MF",25,1371,22,89,24,69.8,8,5,37,40
Antonio Blanco,Alavés,La Liga,MF,24,2727,146,13,15,79.3,67,42,164,29
Beñat Prados,Athletic Club,La Liga,MF,23,1715,78,20,11,82,55,28,91,9
Beñat Turrientes,Real Sociedad,La Liga,MF,22,942,42,18,3,89.6,15,5,45,19
Carlos Dominguez,Celta Vigo,La Liga,DF,23,1181,66,15,2,88.5,23,13,45,0
Hugo Sotelo,Celta Vigo,La Liga,MF,20,1254,83,21,19,85.8,28,5,71,50
Iglesias,Getafe,La Liga,DF,26,2888,84,32,20,57.1,81,50,107,84
Jesus Vazquez,Valencia,La Liga,DF,21,919,21,32,3,77.2,23,10,42,23
Juan Cruz Armada,Osasuna,La Liga,DF,32,1492,53,9,2,78,26,9,46,11
Juan Foyth,Villarreal,La Liga,DF,26,1517,65,13,7,87,25,19,61,4
Luis Milla,Getafe,La Liga,MF,29,2875,152,32,70,73.5,61,24,168,201
Luis Pérez,Valladolid,La Liga,DF,29,2558,89,41,27,75.7,41,29,77,105
Marcos André,Valladolid,La Liga,FW,27,1188,16,11,9,65.7,10,3,44,1
Marvin,Las Palmas,La Liga,"DF,FW",24,1038,30,29,6,73.7,25,15,53,52
Nico Williams,Athletic Club,La Liga,FW,22,1996,69,118,40,70.5,28,7,96,107
Patrick Cutrone,Como,Serie A,FW,26,2047,31,53,19,70.3,16,5,54,30
Paulo Gazzaniga,Girona,La Liga,GK,32,3195,0,0,0,80,1,0,47,0
Pedri,Barcelona,La Liga,MF,21,2879,360,92,70,87.4,61,26,254,58
Renato Tapia,Leganés,La Liga,"MF,DF",29,2424,83,17,8,78.3,61,27,155,12
Roberto Navarro,Mallorca,La Liga,"MF,FW",22,1278,51,45,13,75.5,29,19,94,29
Tete Morente,Lecce,Serie A,"FW,MF",27,2021,102,48,25,74.8,27,14,104,56
Urko González,Espanyol,La Liga,MF,23,1374,62,18,10,77.5,46,8,71,3
Yeremi Pino,Villarreal,La Liga,"MF,FW",21,1934,66,42,37,73.9,60,8,93,47
Yunus Musah,Milan,Serie A,"MF,FW",21,1571,84,51,23,87.2,27,7,60,24
Óscar Mingueza,Celta Vigo,La Liga,"MF,DF",25,2729,200,69,35,77,38,22,138,139
Abde Ezzalzouli,Betis,La Liga,"FW,MF",22,1984,68,117,27,71.6,37,7,102,49
Alejandro Balde,Barcelona,La Liga,DF,20,2284,93,107,26,88,18,5,122,67
Antonio Sánchez,Mallorca,La Liga,"MF,DF",27,1395,38,18,5,72.8,28,18,77,33
Arnaut Danjuma,Girona,La Liga,"FW,MF",27,1335,41,91,22,72.6,8,2,40,76
Benjamin Lecomte,Montpellier,Ligue 1,GK,33,2700,1,0,3,67.6,0,0,35,0
Boulaye Dia,Lazio,Serie A,"MF,FW",27,2177,51,23,26,83.6,22,6,55,2
Brian Oliván,Espanyol,La Liga,DF,30,1017,40,21,15,69.2,13,10,28,55
Carlos Martín,Alavés,La Liga,"FW,MF",22,1333,21,13,13,65.3,43,5,55,24
Carmona,Sevilla,La Liga,DF,22,2942,109,45,19,80.5,83,68,164,41
Cristhian Mosquera,Valencia,La Liga,DF,20,3319,123,35,0,90.5,56,35,190,2
César Tárrega,Valencia,La Liga,DF,22,3026,79,20,3,84.4,49,22,104,1
Damián Rodríguez,Celta Vigo,La Liga,MF,21,927,71,8,17,89.2,14,7,49,30
Diego Conde,Villarreal,La Liga,GK,25,1962,0,0,2,81.1,2,1,30,0
Diego López,Valencia,La Liga,"MF,FW",22,2737,85,76,38,72.1,31,16,105,67
Dominik Greif,Mallorca,La Liga,GK,27,2790,0,0,0,70.2,0,0,42,0
Eduardo Camavinga,Real Madrid,La Liga,"MF,DF",21,1102,61,26,11,88.3,42,18,90,2
Eray Cömert,Valladolid,La Liga,"DF,MF",26,1779,48,9,0,87.7,24,24,51,0
Eric García,Barcelona,La Liga,"DF,MF",23,1566,109,18,7,92.1,38,14,54,7
Fran Garcia,Real Madrid,La Liga,DF,24,2171,119,78,24,86.7,51,28,106,66
Gavi,Barcelona,La Liga,"MF,FW",19,1085,77,13,14,90,30,10,61,9
Giorgi Mamardashvili,Valencia,La Liga,GK,23,3060,0,1,2,67.8,2,1,29,0
Giuliano Simeone,Atlético Madrid,La Liga,MF,21,1926,49,69,24,75.5,27,14,72,49
Hugo Álvarez,Celta Vigo,La Liga,"MF,DF",21,1572,60,74,17,78.9,26,8,78,31
Isaac Palazón Camacho,Rayo Vallecano,La Liga,"MF,FW",29,2162,117,30,48,77.1,22,8,102,111
Iván Balliu,Rayo Vallecano,La Liga,DF,32,1200,46,8,7,75.8,17,13,39,19
Javier Guerra,Valencia,La Liga,MF,21,2581,137,50,23,77.9,50,20,168,45
Jesús Areso,Osasuna,La Liga,DF,25,3079,106,101,30,72.4,53,8,118,169
Joan García,Espanyol,La Liga,GK,23,3420,1,0,0,71.6,0,0,35,0
Jofre,Espanyol,La Liga,"MF,FW",23,2165,48,65,24,67,22,15,105,54
Juanmi Latasa,Valladolid,La Liga,FW,23,1398,17,3,13,59.2,4,0,24,5
Julen Agirrezabala,Athletic Club,La Liga,GK,23,1206,0,0,0,68.4,0,0,21,0
Kike Salas,Sevilla,La Liga,DF,22,2238,59,7,6,78.5,47,32,95,9
Mario Gila,Lazio,Serie A,DF,23,2741,157,48,15,91.6,55,28,153,6
Mika Mármol,Las Palmas,La Liga,DF,23,2399,106,33,16,74.4,61,38,78,57
Nahuel Tenaglia,Alavés,La Liga,DF,28,2922,103,42,19,72.1,96,47,117,85
Nicolas Jackson,Chelsea,Premier League,FW,23,2220,38,47,28,75.9,22,3,48,3
Pablo Barrios,Atlético Madrid,La Liga,MF,21,2330,142,29,26,86,46,34,131,26
Pathé Ciss,Rayo Vallecano,La Liga,"MF,DF",30,2140,128,19,16,84.7,49,40,148,4
Randy Nteka,Rayo Vallecano,La Liga,FW,26,1129,8,10,9,64.6,16,4,26,4
Reinildo Mandava,Atlético Madrid,La Liga,DF,30,941,34,14,2,84.2,18,16,52,8
Vedat Muriqi,Mallorca,La Liga,FW,30,2058,30,23,26,60.6,7,7,49,10
Youssouf Sabaly,Betis,La Liga,DF,31,1581,62,25,11,86.7,40,13,87,31
Óscar Valentín,Rayo Vallecano,La Liga,MF,29,1835,86,13,13,82.9,55,21,109,2
Abdul Mumin,Rayo Vallecano,La Liga,DF,26,2017,40,12,1,82.9,37,23,93,6
Abner,Lyon,Ligue 1,DF,24,1090,66,31,11,84.1,29,5,45,31
Arnau Martinez,Girona,La Liga,"DF,MF",21,2624,162,41,18,86.4,51,31,125,58
Aurélien Tchouaméni,Real Madrid,La Liga,"DF,MF",24,2689,154,19,5,92.3,47,46,143,12
Ayoze Pérez,Villarreal,La Liga,FW,31,1970,73,59,32,75.8,27,8,56,15
Carlos Romero,Espanyol,La Liga,DF,22,2554,64,50,29,71.4,73,30,125,92
Copete,Mallorca,La Liga,DF,24,1528,47,10,0,83.3,29,17,46,7
Cyle Larin,Mallorca,La Liga,FW,29,1764,20,20,8,67.5,12,1,46,6
David Torres,Valladolid,La Liga,DF,21,1387,37,11,1,82.5,13,10,27,3
Domingos André Ribeiro Almeida,Valencia,La Liga,"MF,FW",24,1977,142,45,43,84.3,48,8,89,67
Jorge Herrando,Osasuna,La Liga,DF,23,1366,38,7,0,85.4,17,12,36,2
Jørgen Strand Larsen,Wolves,Premier League,FW,24,2587,29,17,21,64.6,10,6,42,6
Lamine Yamal,Barcelona,La Liga,FW,17,2856,160,181,64,74.8,42,16,123,108
Loïc Bade,Sevilla,La Liga,DF,24,2686,62,11,4,85.7,47,29,138,8
Lucas Oliveira Rosa,Valladolid,La Liga,DF,24,1890,50,31,13,76.5,53,28,87,36
Marc Casado,Barcelona,La Liga,MF,20,1611,107,12,9,89.3,44,22,90,9
Mario Martín,Valladolid,La Liga,MF,20,1748,66,18,12,84.5,62,21,83,11
Matt Doherty,Wolves,Premier League,DF,32,2109,79,29,12,82.8,38,22,106,22
Mohamed Ali Cho,Nice,Ligue 1,"FW,MF",20,1621,59,81,30,70.3,13,5,69,51
Nahuel Molina,Atlético Madrid,La Liga,DF,26,1590,61,35,13,79.9,44,13,66,55
Nicolás Paz,Como,Serie A,"MF,FW",19,2687,163,77,54,80.6,51,21,118,41
Omar El Hilali,Espanyol,La Liga,DF,20,3153,84,35,8,78.9,111,46,132,57
Pablo Durán,Celta Vigo,La Liga,"FW,MF",23,1394,30,24,17,71,17,8,46,18
Pablo Ibáñez,Osasuna,La Liga,MF,25,1294,51,21,6,74.9,20,18,56,13
Pablo Marín,Real Sociedad,La Liga,MF,21,1239,45,20,14,80.1,25,5,62,12
Pape Gueye,Villarreal,La Liga,MF,25,2224,156,36,17,79.6,54,27,126,20
Pep Chavarría,Rayo Vallecano,La Liga,"DF,FW",26,2585,114,59,24,79.7,46,30,114,79
Ramón Terrats,Getafe,La Liga,"MF,FW",23,1219,36,8,16,64.8,20,8,53,35
Raphinha,Barcelona,La Liga,"FW,MF",27,2839,135,94,91,71.1,36,11,94,215
Samu Costa,Mallorca,La Liga,MF,23,2649,116,24,15,80.7,90,32,129,20
Samuel Lino,Atlético Madrid,La Liga,"MF,DF",24,1552,73,72,22,79.4,33,8,85,41
Santiago Bueno,Wolves,Premier League,DF,25,1687,28,1,0,88,41,15,43,0
Selim Amallah,Valladolid,La Liga,MF,27,1376,57,24,13,78.3,30,14,73,31
Unai Gómez,Athletic Club,La Liga,"MF,FW",21,1284,23,19,10,73.1,12,2,42,23
Valentín Castellanos,Lazio,Serie A,FW,25,2384,66,27,26,67.7,13,6,51,25
Viktor Tsyhankov,Girona,La Liga,"FW,MF",26,1913,65,62,33,74.2,19,15,69,124
Williot Swedberg,Celta Vigo,La Liga,"FW,MF",20,1348,28,34,16,73.3,23,3,46,18
Adrià Altimira,Leganés,La Liga,"DF,FW",23,1630,42,23,11,78.5,41,15,71,28
Alberto Moleiro,Las Palmas,La Liga,"FW,MF",20,2714,116,97,41,81.3,27,18,132,32
Alejo Véliz,Espanyol,La Liga,FW,20,1127,8,2,3,65.2,1,4,20,0
Arda Güler,Real Madrid,La Liga,"MF,FW",19,1250,93,34,40,86.1,30,7,56,57
Artem Dovbyk,Roma,Serie A,FW,27,2418,16,24,25,74.1,4,2,26,1
Assane Diao,Como,Serie A,"FW,MF",18,1252,36,50,8,79.3,25,3,41,12
Augusto Batalla,Rayo Vallecano,La Liga,GK,28,2880,2,0,1,66.6,4,0,49,0
Boubakary Soumaré,Leicester City,Premier League,MF,25,2171,105,34,11,87,37,27,140,10
Carl Starfelt,Celta Vigo,La Liga,DF,29,2270,66,11,6,93.7,40,31,77,0
Carlos Vicente,Alavés,La Liga,"FW,MF",25,3092,68,104,63,63.2,47,14,133,269
Fermin López,Barcelona,La Liga,"MF,FW",21,1252,79,31,29,81.8,19,5,66,47
Isaac Romero,Sevilla,La Liga,FW,24,2156,29,21,20,70.3,13,7,59,18
Javi Rodríguez,Celta Vigo,La Liga,DF,21,2514,114,29,13,86.7,53,33,87,4
Johnny Cardoso,Betis,La Liga,MF,22,2144,71,19,9,85.7,55,48,138,3
Jon Aramburu,Real Sociedad,La Liga,DF,22,2460,97,26,15,78.4,102,30,127,45
Jon Martin,Real Sociedad,La Liga,DF,18,904,34,4,4,86.8,11,7,22,0
Juan Herzog,Las Palmas,La Liga,DF,21,1315,27,0,0,86.4,12,18,41,0
Kirian Rodríguez,Las Palmas,La Liga,MF,28,1758,128,25,16,85.2,33,10,100,18
Lucien Agoume,Sevilla,La Liga,MF,22,2114,135,29,27,81.5,70,41,136,18
Mason Greenwood,Marseille,Ligue 1,"FW,MF",22,2804,157,126,47,78.4,35,12,88,110
Matteo Gabbia,Milan,Serie A,DF,24,2152,74,13,2,91.2,21,15,69,2
Mikel Jauregizar,Athletic Club,La Liga,MF,20,2244,118,14,23,80.6,84,29,144,27
Máximo Perrone,Como,Serie A,MF,21,1857,98,16,30,90.4,38,20,96,4
Pau Cubarsí,Barcelona,La Liga,DF,17,2618,191,26,9,93.5,34,16,102,2
Saúl Coco,Torino,Serie A,DF,25,2845,70,17,1,88.3,46,38,87,2
Sergi Altimira,Betis,La Liga,MF,22,1972,99,25,22,89.3,61,24,117,5
Sergi Cardona,Villarreal,La Liga,DF,25,2945,77,52,45,77.3,71,40,131,111
Sávio,Manchester City,Premier League,"FW,MF",20,1766,67,137,46,80.8,23,6,79,84
Vitor Roque,Betis,La Liga,FW,19,1235,17,24,12,72.8,11,7,35,6
Yarek Gasiorowski,Valencia,La Liga,DF,19,947,38,9,3,80.3,19,26,40,3
Álex Suárez,Las Palmas,La Liga,DF,31,2460,53,6,3,85.9,40,13,68,1
Abel Bretones,Osasuna,La Liga,DF,23,2074,77,50,16,72.5,61,18,106,85
Adama Boiro,Athletic Club,La Liga,"DF,FW",22,1101,46,25,5,79.9,20,12,45,31
Akor Adams,Montpellier,Ligue 1,FW,24,1075,6,11,12,62.6,4,1,24,5
Albert Sambi Lokonga,Sevilla,La Liga,MF,24,1471,93,24,19,89.4,22,9,69,2
Alejandro Francés,Girona,La Liga,DF,21,1173,63,18,4,84.3,36,17,37,25
Antonio Candela,Valladolid,La Liga,DF,24,906,22,16,6,77.2,9,6,23,20
Antonio Candela,Venezia,Serie A,DF,24,1008,27,12,9,74.2,31,8,38,22
Antoniu,Espanyol,La Liga,"FW,MF",21,1022,28,35,7,67,21,8,39,20
Antony,Betis,La Liga,FW,24,1362,67,94,36,81,25,10,73,40
Bertuğ Yıldırım,Getafe,La Liga,FW,22,1083,14,8,9,54.3,10,1,24,7
Christantus Uche,Getafe,La Liga,"FW,MF",21,2486,49,43,29,65.4,35,10,110,22
Coba Da Costa,Getafe,La Liga,"MF,FW",22,1006,16,46,9,64.4,29,8,35,41
Conor Gallagher,Atlético Madrid,La Liga,MF,24,1633,64,24,12,85,45,20,107,13
Dario Essugo,Las Palmas,La Liga,MF,19,1938,76,18,13,85.4,59,42,118,1
Diego,Leganés,La Liga,FW,24,1195,16,9,6,63,1,2,25,5
Dinko Horkaš,Las Palmas,La Liga,GK,25,1085,2,0,0,75.6,0,0,14,0
Enzo Barrenechea,Valencia,La Liga,MF,23,2191,126,21,15,86.5,57,28,117,3
Enzo Boyomo,Osasuna,La Liga,DF,22,2987,111,16,4,87,68,44,121,2
Fábio Silva,Las Palmas,La Liga,FW,22,1866,26,30,16,66.3,12,4,48,21
Gerard Martín,Barcelona,La Liga,DF,22,1038,40,10,12,83.1,22,13,42,36
Jesus Rodríguez,Betis,La Liga,FW,18,1111,35,53,8,72.8,16,6,58,18
Julián Álvarez,Atlético Madrid,La Liga,FW,24,2509,92,79,41,74.2,25,2,75,69
Karl Jakob Hein,Valladolid,La Liga,GK,22,2790,0,0,0,73.4,0,0,43,0
Kylian Mbappé,Real Madrid,La Liga,FW,25,2907,140,150,51,82.9,8,1,36,35
Ladislav Krejčí,Girona,La Liga,DF,25,2440,144,29,8,90.1,23,34,101,11
Logan Costa,Villarreal,La Liga,DF,23,2587,116,25,4,87.7,38,21,104,5
Luiz Lúcio Reis Júnior,Villarreal,La Liga,GK,23,1458,0,0,0,73.1,0,0,18,0
Luka Sučić,Real Sociedad,La Liga,MF,21,1792,79,30,25,82.4,25,15,109,18
Manuel Fuster,Las Palmas,La Liga,"FW,MF",26,1003,71,23,28,76.6,19,4,63,67
Marash Kumbulla,Espanyol,La Liga,DF,24,2972,71,11,1,84.5,51,34,74,6
Moussa Diarra,Alavés,La Liga,DF,23,1866,70,12,3,80.2,40,21,76,23
Natan,Betis,La Liga,DF,23,2175,52,12,5,88.7,35,28,75,2
Nayef Aguerd,Real Sociedad,La Liga,DF,28,1760,75,26,5,87.3,30,13,73,2
Nicolas Pépé,Villarreal,La Liga,"FW,MF",29,1500,60,76,33,79.1,22,5,53,44
Oliver Mcburnie,Las Palmas,La Liga,FW,28,1837,27,7,24,65.9,15,6,40,2
Orri Steinn Óskarsson,Real Sociedad,La Liga,FW,19,944,9,6,5,52.8,6,2,15,7
Pau Navarro,Villarreal,La Liga,DF,19,916,40,3,1,89.6,23,4,46,2
Pedro Díaz,Rayo Vallecano,La Liga,MF,26,1211,62,27,26,78.8,23,7,80,42
Peque,Sevilla,La Liga,"MF,FW",21,1134,35,14,12,79.9,16,8,41,10
Raúl Asencio,Real Madrid,La Liga,DF,21,1670,27,5,6,93.8,22,16,75,0
Raúl Moro,Valladolid,La Liga,"MF,FW",21,2341,81,112,44,64.9,22,10,85,149
Roberto Férnandez,Espanyol,La Liga,FW,22,1497,17,7,8,72.2,4,3,33,2
Romain Perraud,Betis,La Liga,DF,26,2002,62,51,16,79.6,36,22,95,71
Santiago Mouriño,Alavés,La Liga,DF,22,1849,46,14,7,78,43,29,85,4
Scott Mckenna,Las Palmas,La Liga,DF,27,2466,45,11,4,86.7,21,9,69,2
Sergi,Leganés,La Liga,DF,32,2957,77,3,5,83.7,40,39,80,1
Seydouba Cissé,Leganés,La Liga,MF,23,2435,110,26,17,84.6,59,12,154,10
Stanko Jurić,Valladolid,La Liga,MF,27,1729,57,5,4,84.2,48,24,92,0
Stefan Bajcetic,Las Palmas,La Liga,"MF,DF",19,969,39,8,7,71.8,29,15,61,4
Thierno Barry,Villarreal,La Liga,FW,21,2323,27,44,23,62,11,0,36,5
Toni Martínez,Alavés,La Liga,FW,27,1012,11,13,11,58.3,12,1,30,7
Valentin Rosier,Leganés,La Liga,DF,27,2595,74,41,11,79.3,72,52,121,39
Valentín Barco,Strasbourg,Ligue 1,"MF,DF",20,1157,64,20,8,82.9,36,13,79,31
Viti,Las Palmas,La Liga,DF,26,1982,44,43,12,81,71,27,85,45
Willy Kambwala,Villarreal,La Liga,DF,19,1117,16,2,1,87.7,17,10,30,0
Wojciech Szczęsny,Barcelona,La Liga,GK,34,1350,0,0,0,88.5,1,0,52,0
Yaser Asprilla,Girona,La Liga,"FW,MF",20,1405,77,72,24,72.1,22,7,62,93
Yvan Neyou,Leganés,La Liga,MF,27,2312,96,24,13,86.4,53,26,121,15
Álex Valle,Como,Serie A,DF,20,1030,44,19,11,85,26,8,51,16
André Ayew,Le Havre,Ligue 1,FW,34,1453,18,5,8,76.1,18,3,26,7
Steve Mandanda,Rennes,Ligue 1,GK,39,1486,0,0,2,70.7,0,0,26,0
Alexandre Lacazette,Lyon,Ligue 1,FW,33,2051,66,24,26,71.8,13,8,28,17
Jordan Ayew,Leicester City,Premier League,"FW,MF",32,1638,46,49,16,74.3,27,12,93,60
Idrissa Gana Gueye,Everton,Premier League,MF,34,3063,145,27,19,86.5,133,48,194,7
Massadio Haïdara,Brest,Ligue 1,DF,31,1678,77,44,8,78.6,27,26,54,49
Nicolas Pallois,Nantes,Ligue 1,DF,36,2017,52,6,3,83.6,61,28,96,7
Rémy Cabella,Lille,Ligue 1,"FW,MF",34,1011,77,45,26,82.4,39,8,63,60
Abdoulaye Bamba,Angers,Ligue 1,DF,34,1510,16,1,6,88.5,22,19,47,5
Adrien Thomasson,Lens,Ligue 1,MF,30,2615,149,30,56,81.8,90,19,206,58
Benjamin André,Lille,Ligue 1,MF,33,2692,209,29,21,83,103,48,189,16
Donovan Léon,Auxerre,Ligue 1,GK,31,2880,1,0,3,59.2,0,0,33,0
Jean-Daniel Akpa-Akpro,Monza,Serie A,MF,31,966,19,21,3,79.5,30,13,54,6
Kenny Lala,Brest,Ligue 1,DF,32,2686,138,58,41,76.1,66,25,154,126
Adrien Rabiot,Marseille,Ligue 1,MF,29,2485,168,79,28,84.8,49,21,124,40
Anthony Lopes,Nantes,Ligue 1,GK,33,1563,0,0,0,65.1,1,1,11,0
Brendan Chardonnet,Brest,Ligue 1,DF,29,2416,51,7,8,82.1,45,29,91,3
Djibril Sidibé,Toulouse,Ligue 1,DF,32,2101,121,16,18,79.7,65,20,99,45
Florian Thauvin,Udinese,Serie A,"FW,MF",31,1956,90,92,39,66.4,20,7,68,168
Issiaga Sylla,Montpellier,Ligue 1,DF,30,1156,53,33,7,77.3,25,10,51,36
Jordan Ferri,Montpellier,Ligue 1,MF,32,1773,137,19,13,88.3,42,9,132,25
Mario Lemina,Wolves,Premier League,"MF,DF",30,1364,48,8,10,80.4,51,27,73,10
Neal Maupay,Marseille,Ligue 1,FW,27,1042,37,12,13,84.2,9,2,21,1
Wahbi Khazri,Montpellier,Ligue 1,"FW,MF",33,1118,33,24,18,68,25,5,44,48
Abdoulaye Touré,Le Havre,Ligue 1,MF,30,2324,109,17,7,82,61,34,160,11
Brice Samba,Lens,Ligue 1,GK,30,1350,1,0,0,81.1,0,1,22,0
Brice Samba,Rennes,Ligue 1,GK,30,1529,1,0,0,78.1,2,0,25,0
Jordan Veretout,Lyon,Ligue 1,MF,31,1553,99,35,13,83.9,30,5,88,26
Marquinhos,Paris S-G,Ligue 1,DF,30,1725,151,29,9,94.9,30,11,103,3
Mathieu Gorgelin,Le Havre,Ligue 1,GK,33,1440,0,0,0,77.8,2,0,16,0
Wesley Saïd,Lens,Ligue 1,FW,29,905,24,16,9,77.8,16,2,17,8
Bernardo Silva,Manchester City,Premier League,"MF,FW",29,2670,134,101,53,86.8,56,23,107,60
Dennis Appiah,Saint-Étienne,Ligue 1,DF,32,2128,108,51,13,76.6,71,29,90,52
Florian Sotoca,Lens,Ligue 1,"FW,MF",33,1794,105,44,18,73.5,22,14,79,75
Frederic Guilbert,Lecce,Serie A,DF,29,2435,88,48,19,76.8,65,47,84,54
Gautier Lloris,Le Havre,Ligue 1,DF,29,2768,99,13,5,87.2,68,34,100,3
Jean-Eudes Aholou,Angers,Ligue 1,MF,30,1959,68,15,10,84.3,56,33,100,2
José Luis Palomino,Cagliari,Serie A,DF,34,1081,35,4,1,86.7,27,22,50,0
Marcus Coco,Nantes,Ligue 1,DF,28,951,34,12,10,79.5,27,11,42,28
Mike Maignan,Milan,Serie A,GK,29,3294,4,0,5,86.2,0,0,67,0
Valentin Rongier,Marseille,Ligue 1,"MF,DF",29,1562,110,25,11,90.3,50,33,86,7
Alban Lafont,Nantes,Ligue 1,GK,25,1080,0,0,2,69.8,1,0,11,0
Carlens Arcus,Angers,Ligue 1,DF,28,2047,70,39,17,79.4,52,27,81,55
Gaëtan Laborde,Nice,Ligue 1,FW,30,1829,40,30,27,69.6,19,6,49,27
Gaëtan Perrin,Auxerre,Ligue 1,"MF,FW",28,2691,142,83,73,70.6,49,12,124,162
Hassane Kamara,Udinese,Serie A,DF,30,2001,61,52,24,75.7,35,26,92,106
Issa Diop,Fulham,Premier League,DF,27,1339,25,6,3,87.5,26,9,45,1
Kelvin Amian,Nantes,Ligue 1,DF,26,2165,73,32,13,80.1,55,13,54,37
Lassana Coulibaly,Lecce,Serie A,MF,28,2667,93,21,12,81.2,48,18,146,13
Ludovic Blas,Rennes,Ligue 1,"MF,FW",26,2293,116,83,47,73.9,38,13,88,124
Romain Del Castillo,Brest,Ligue 1,FW,28,1259,61,29,37,69.8,31,6,73,103
Stephan El Shaarawy,Roma,Serie A,"DF,MF",31,1098,49,42,15,79.2,16,10,48,27
Boubacar Kamara,Aston Villa,Premier League,MF,24,1726,85,19,11,88.6,50,19,87,1
Christopher Operi,Le Havre,Ligue 1,"DF,FW",27,1169,52,28,24,71.4,13,14,51,128
Gabriel Magalhães,Arsenal,Premier League,DF,26,2363,126,10,13,90.2,25,16,63,9
